Image,Time(in mins),Sample Name,Milk Type,Gamma Avg RGB
photo_124.jpg,244,Buffalo 1,Fresh,"(149, 186, 201)"
photo_125.jpg,246,Buffalo 1,Fresh,"(149, 186, 201)"
photo_126.jpg,248,Buffalo 1,Fresh,"(148, 186, 201)"
photo_127.jpg,250,Buffalo 1,Fresh,"(149, 186, 200)"
photo_128.jpg,252,Buffalo 1,Fresh,"(149, 185, 201)"
photo_129.jpg,254,Buffalo 1,Fresh,"(148, 185, 200)"
photo_130.jpg,256,Buffalo 1,Fresh,"(148, 185, 200)"
photo_131.jpg,258,Buffalo 1,Fresh,"(148, 185, 200)"
photo_132.jpg,260,Buffalo 1,Fresh,"(147, 185, 200)"
photo_133.jpg,262,Buffalo 1,Fresh,"(147, 185, 199)"
photo_134.jpg,264,Buffalo 1,Fresh,"(147, 185, 199)"
photo_135.jpg,266,Buffalo 1,Fresh,"(147, 184, 199)"
photo_136.jpg,268,Buffalo 1,Fresh,"(146, 185, 199)"
photo_137.jpg,270,Buffalo 1,Fresh,"(147, 184, 199)"
photo_138.jpg,272,Buffalo 1,Fresh,"(147, 184, 199)"
photo_139.jpg,274,Buffalo 1,Fresh,"(146, 184, 199)"
photo_140.jpg,276,Buffalo 1,Fresh,"(146, 184, 198)"
photo_141.jpg,278,Buffalo 1,Fresh,"(146, 183, 199)"
photo_142.jpg,280,Buffalo 1,Fresh,"(145, 184, 199)"
photo_143.jpg,282,Buffalo 1,Fresh,"(146, 184, 199)"
photo_144.jpg,284,Buffalo 1,Fresh,"(147, 184, 199)"
photo_145.jpg,286,Buffalo 1,Fresh,"(146, 184, 199)"
photo_146.jpg,288,Buffalo 1,Fresh,"(146, 184, 199)"
photo_147.jpg,290,Buffalo 1,Fresh,"(147, 184, 199)"
photo_148.jpg,292,Buffalo 1,Fresh,"(146, 184, 199)"
photo_149.jpg,294,Buffalo 1,Fresh,"(146, 184, 199)"
photo_150.jpg,296,Buffalo 1,Fresh,"(146, 184, 199)"
photo_151.jpg,298,Buffalo 1,Fresh,"(146, 184, 199)"
photo_152.jpg,300,Buffalo 1,Fresh,"(147, 184, 199)"
photo_153.jpg,302,Buffalo 1,Fresh,"(145, 184, 200)"
photo_154.jpg,304,Buffalo 1,Fresh,"(147, 184, 199)"
photo_155.jpg,306,Buffalo 1,Fresh,"(146, 184, 199)"
photo_156.jpg,308,Buffalo 1,Fresh,"(146, 184, 199)"
photo_157.jpg,310,Buffalo 1,Fresh,"(146, 184, 199)"
photo_158.jpg,312,Buffalo 1,Fresh,"(145, 184, 199)"
photo_159.jpg,314,Buffalo 1,Fresh,"(146, 182, 198)"
photo_160.jpg,316,Buffalo 1,Fresh,"(145, 182, 197)"
photo_161.jpg,318,Buffalo 1,Fresh,"(144, 182, 197)"
photo_162.jpg,320,Buffalo 1,Fresh,"(145, 184, 199)"
photo_163.jpg,322,Buffalo 1,Fresh,"(146, 184, 199)"
photo_164.jpg,324,Buffalo 1,Fresh,"(146, 183, 199)"
photo_165.jpg,326,Buffalo 1,Fresh,"(145, 184, 199)"
photo_166.jpg,328,Buffalo 1,Fresh,"(145, 184, 199)"
photo_167.jpg,330,Buffalo 1,Fresh,"(145, 184, 199)"
photo_168.jpg,332,Buffalo 1,Fresh,"(145, 184, 199)"
photo_169.jpg,334,Buffalo 1,Fresh,"(145, 184, 199)"
photo_170.jpg,336,Buffalo 1,Fresh,"(146, 184, 199)"
photo_171.jpg,338,Buffalo 1,Fresh,"(145, 184, 199)"
photo_172.jpg,340,Buffalo 1,Fresh,"(146, 184, 199)"
photo_173.jpg,342,Buffalo 1,Fresh,"(146, 184, 200)"
photo_174.jpg,344,Buffalo 1,Fresh,"(145, 184, 199)"
photo_175.jpg,346,Buffalo 1,Fresh,"(146, 184, 199)"
photo_176.jpg,348,Buffalo 1,Fresh,"(146, 184, 200)"
photo_177.jpg,350,Buffalo 1,Fresh,"(146, 184, 200)"
photo_178.jpg,352,Buffalo 1,Fresh,"(146, 184, 200)"
photo_179.jpg,354,Buffalo 1,Fresh,"(147, 185, 200)"
photo_180.jpg,356,Buffalo 1,Fresh,"(146, 185, 200)"
photo_181.jpg,358,Buffalo 1,Fresh,"(146, 185, 200)"
photo_182.jpg,360,Buffalo 1,Fresh,"(146, 185, 201)"
photo_183.jpg,362,Buffalo 1,Fresh,"(146, 185, 201)"
photo_184.jpg,364,Buffalo 1,Fresh,"(147, 185, 201)"
photo_185.jpg,366,Buffalo 1,Fresh,"(146, 185, 201)"
photo_186.jpg,368,Buffalo 1,Fresh,"(146, 185, 201)"
photo_187.jpg,370,Buffalo 1,Fresh,"(147, 185, 201)"
photo_188.jpg,372,Buffalo 1,Fresh,"(146, 185, 201)"
photo_189.jpg,374,Buffalo 1,Fresh,"(147, 186, 201)"
photo_190.jpg,376,Buffalo 1,Fresh,"(147, 186, 201)"
photo_191.jpg,378,Buffalo 1,Fresh,"(147, 186, 201)"
photo_192.jpg,380,Buffalo 1,Fresh,"(147, 186, 202)"
photo_193.jpg,382,Buffalo 1,Fresh,"(147, 186, 202)"
photo_194.jpg,384,Buffalo 1,Fresh,"(147, 186, 202)"
photo_195.jpg,386,Buffalo 1,Fresh,"(147, 186, 202)"
photo_196.jpg,388,Buffalo 1,Fresh,"(148, 186, 202)"
photo_197.jpg,390,Buffalo 1,Fresh,"(148, 186, 203)"
photo_198.jpg,392,Buffalo 1,Fresh,"(147, 187, 202)"
photo_199.jpg,394,Buffalo 1,Fresh,"(148, 187, 202)"
photo_200.jpg,396,Buffalo 1,Fresh,"(147, 187, 202)"
photo_201.jpg,398,Buffalo 1,Fresh,"(147, 187, 203)"
photo_202.jpg,400,Buffalo 1,Fresh,"(147, 187, 203)"
photo_203.jpg,402,Buffalo 1,Fresh,"(148, 187, 203)"
photo_204.jpg,404,Buffalo 1,Fresh,"(148, 187, 203)"
photo_205.jpg,406,Buffalo 1,Fresh,"(148, 187, 204)"
photo_206.jpg,408,Buffalo 1,Fresh,"(149, 187, 203)"
photo_207.jpg,410,Buffalo 1,Fresh,"(148, 188, 204)"
photo_208.jpg,412,Buffalo 1,Fresh,"(149, 188, 204)"
photo_209.jpg,414,Buffalo 1,Fresh,"(149, 188, 204)"
photo_210.jpg,416,Buffalo 1,Fresh,"(149, 188, 204)"
photo_211.jpg,418,Buffalo 1,Fresh,"(149, 188, 204)"
photo_212.jpg,420,Buffalo 1,Fresh,"(150, 188, 205)"
photo_213.jpg,422,Buffalo 1,Fresh,"(149, 189, 204)"
photo_214.jpg,424,Buffalo 1,Fresh,"(149, 188, 205)"
photo_215.jpg,426,Buffalo 1,Fresh,"(149, 188, 206)"
photo_216.jpg,428,Buffalo 1,Fresh,"(150, 189, 206)"
photo_217.jpg,430,Buffalo 1,Fresh,"(149, 189, 206)"
photo_218.jpg,432,Buffalo 1,Fresh,"(150, 189, 206)"
photo_219.jpg,434,Buffalo 1,Fresh,"(150, 189, 206)"
photo_220.jpg,436,Buffalo 1,Fresh,"(150, 189, 206)"
photo_221.jpg,438,Buffalo 1,Fresh,"(151, 190, 207)"
photo_222.jpg,440,Buffalo 1,Fresh,"(150, 190, 207)"
photo_223.jpg,442,Buffalo 1,Fresh,"(151, 190, 207)"
photo_224.jpg,444,Buffalo 1,Fresh,"(150, 190, 207)"
photo_225.jpg,446,Buffalo 1,Fresh,"(151, 190, 207)"
photo_226.jpg,448,Buffalo 1,Fresh,"(151, 190, 207)"
photo_227.jpg,450,Buffalo 1,Fresh,"(151, 191, 207)"
photo_228.jpg,452,Buffalo 1,Fresh,"(152, 190, 208)"
photo_229.jpg,454,Buffalo 1,Fresh,"(152, 191, 208)"
photo_230.jpg,456,Buffalo 1,Fresh,"(151, 191, 208)"
photo_231.jpg,458,Buffalo 1,Fresh,"(151, 191, 208)"
photo_232.jpg,460,Buffalo 1,Fresh,"(151, 191, 208)"
photo_233.jpg,462,Buffalo 1,Fresh,"(152, 191, 209)"
photo_234.jpg,464,Buffalo 1,Fresh,"(152, 191, 209)"
photo_235.jpg,466,Buffalo 1,Fresh,"(152, 191, 209)"
photo_236.jpg,468,Buffalo 1,Fresh,"(152, 192, 209)"
photo_237.jpg,470,Buffalo 1,Fresh,"(152, 192, 209)"
photo_238.jpg,472,Buffalo 1,Fresh,"(152, 192, 210)"
photo_239.jpg,474,Buffalo 1,Fresh,"(152, 192, 210)"
photo_240.jpg,476,Buffalo 1,Fresh,"(153, 192, 210)"
photo_241.jpg,478,Buffalo 1,Fresh,"(152, 192, 210)"
photo_242.jpg,480,Buffalo 1,Fresh,"(153, 192, 210)"
photo_243.jpg,482,Buffalo 1,Fresh,"(153, 193, 210)"
photo_244.jpg,484,Buffalo 1,Fresh,"(153, 193, 210)"
photo_245.jpg,486,Buffalo 1,Fresh,"(153, 193, 211)"
photo_246.jpg,488,Buffalo 1,Fresh,"(153, 193, 210)"
photo_247.jpg,490,Buffalo 1,Fresh,"(153, 193, 210)"
photo_248.jpg,492,Buffalo 1,Fresh,"(153, 193, 211)"
photo_249.jpg,494,Buffalo 1,Fresh,"(153, 193, 211)"
photo_250.jpg,496,Buffalo 1,Fresh,"(153, 193, 211)"
photo_251.jpg,498,Buffalo 1,Fresh,"(153, 193, 211)"
photo_252.jpg,500,Buffalo 1,Fresh,"(153, 194, 212)"
photo_253.jpg,502,Buffalo 1,Fresh,"(140, 187, 202)"
photo_254.jpg,504,Buffalo 1,Fresh,"(145, 189, 203)"
photo_255.jpg,506,Buffalo 1,Fresh,"(145, 189, 203)"
photo_256.jpg,508,Buffalo 1,Fresh,"(145, 189, 203)"
photo_257.jpg,510,Buffalo 1,Fresh,"(145, 189, 203)"
photo_258.jpg,512,Buffalo 1,Fresh,"(145, 189, 204)"
photo_259.jpg,514,Buffalo 1,Fresh,"(146, 190, 204)"
photo_260.jpg,516,Buffalo 1,Fresh,"(146, 189, 204)"
photo_261.jpg,518,Buffalo 1,Fresh,"(145, 188, 203)"
photo_262.jpg,520,Buffalo 1,Fresh,"(145, 188, 203)"
photo_263.jpg,522,Buffalo 1,Fresh,"(145, 188, 203)"
photo_264.jpg,524,Buffalo 1,Fresh,"(145, 188, 203)"
photo_265.jpg,526,Buffalo 1,Fresh,"(145, 189, 203)"
photo_3.jpg,2,Buffalo 2,Spoiled,"(186, 223, 242)"
photo_4.jpg,4,Buffalo 2,Spoiled,"(190, 229, 249)"
photo_5.jpg,6,Buffalo 2,Spoiled,"(191, 230, 251)"
photo_6.jpg,8,Buffalo 2,Spoiled,"(191, 229, 250)"
photo_7.jpg,10,Buffalo 2,Spoiled,"(191, 229, 250)"
photo_8.jpg,12,Buffalo 2,Spoiled,"(191, 228, 250)"
photo_9.jpg,14,Buffalo 2,Spoiled,"(191, 228, 250)"
photo_10.jpg,16,Buffalo 2,Spoiled,"(191, 228, 250)"
photo_11.jpg,18,Buffalo 2,Spoiled,"(190, 227, 250)"
photo_12.jpg,20,Buffalo 2,Spoiled,"(190, 227, 249)"
photo_13.jpg,22,Buffalo 2,Spoiled,"(190, 227, 249)"
photo_14.jpg,24,Buffalo 2,Spoiled,"(190, 227, 249)"
photo_15.jpg,26,Buffalo 2,Spoiled,"(190, 227, 249)"
photo_16.jpg,28,Buffalo 2,Spoiled,"(190, 226, 249)"
photo_17.jpg,30,Buffalo 2,Spoiled,"(188, 227, 249)"
photo_18.jpg,32,Buffalo 2,Spoiled,"(187, 226, 249)"
photo_19.jpg,34,Buffalo 2,Spoiled,"(188, 226, 248)"
photo_20.jpg,36,Buffalo 2,Spoiled,"(188, 226, 248)"
photo_21.jpg,38,Buffalo 2,Spoiled,"(187, 226, 248)"
photo_22.jpg,40,Buffalo 2,Spoiled,"(187, 225, 248)"
photo_23.jpg,42,Buffalo 2,Spoiled,"(187, 225, 248)"
photo_24.jpg,44,Buffalo 2,Spoiled,"(187, 225, 248)"
photo_25.jpg,46,Buffalo 2,Spoiled,"(186, 225, 247)"
photo_26.jpg,48,Buffalo 2,Spoiled,"(185, 225, 247)"
photo_27.jpg,50,Buffalo 2,Spoiled,"(184, 224, 247)"
photo_28.jpg,52,Buffalo 2,Spoiled,"(184, 224, 247)"
photo_29.jpg,54,Buffalo 2,Spoiled,"(184, 223, 247)"
photo_30.jpg,56,Buffalo 2,Spoiled,"(183, 223, 246)"
photo_31.jpg,58,Buffalo 2,Spoiled,"(183, 223, 246)"
photo_32.jpg,60,Buffalo 2,Spoiled,"(183, 222, 245)"
photo_33.jpg,62,Buffalo 2,Spoiled,"(183, 222, 245)"
photo_34.jpg,64,Buffalo 2,Spoiled,"(182, 221, 244)"
photo_35.jpg,66,Buffalo 2,Spoiled,"(182, 221, 244)"
photo_36.jpg,68,Buffalo 2,Spoiled,"(181, 220, 243)"
photo_37.jpg,70,Buffalo 2,Spoiled,"(181, 220, 243)"
photo_38.jpg,72,Buffalo 2,Spoiled,"(181, 220, 242)"
photo_39.jpg,74,Buffalo 2,Spoiled,"(180, 219, 242)"
photo_40.jpg,76,Buffalo 2,Spoiled,"(180, 219, 241)"
photo_41.jpg,78,Buffalo 2,Spoiled,"(179, 218, 241)"
photo_42.jpg,80,Buffalo 2,Spoiled,"(179, 218, 240)"
photo_43.jpg,82,Buffalo 2,Spoiled,"(179, 217, 240)"
photo_44.jpg,84,Buffalo 2,Spoiled,"(178, 217, 239)"
photo_45.jpg,86,Buffalo 2,Spoiled,"(178, 216, 238)"
photo_46.jpg,88,Buffalo 2,Spoiled,"(178, 216, 238)"
photo_47.jpg,90,Buffalo 2,Spoiled,"(177, 215, 237)"
photo_48.jpg,92,Buffalo 2,Spoiled,"(177, 214, 236)"
photo_49.jpg,94,Buffalo 2,Spoiled,"(176, 214, 235)"
photo_50.jpg,96,Buffalo 2,Spoiled,"(176, 213, 234)"
photo_51.jpg,98,Buffalo 2,Spoiled,"(173, 213, 234)"
photo_52.jpg,100,Buffalo 2,Spoiled,"(173, 212, 233)"
photo_53.jpg,102,Buffalo 2,Spoiled,"(172, 212, 232)"
photo_54.jpg,104,Buffalo 2,Spoiled,"(172, 211, 232)"
photo_55.jpg,106,Buffalo 2,Spoiled,"(171, 211, 231)"
photo_56.jpg,108,Buffalo 2,Spoiled,"(171, 210, 230)"
photo_57.jpg,110,Buffalo 2,Spoiled,"(170, 209, 229)"
photo_58.jpg,112,Buffalo 2,Spoiled,"(169, 209, 228)"
photo_59.jpg,114,Buffalo 2,Spoiled,"(169, 208, 227)"
photo_60.jpg,116,Buffalo 2,Spoiled,"(168, 208, 227)"
photo_61.jpg,118,Buffalo 2,Spoiled,"(168, 207, 226)"
photo_62.jpg,120,Buffalo 2,Spoiled,"(167, 206, 225)"
photo_63.jpg,122,Buffalo 2,Spoiled,"(167, 206, 224)"
photo_64.jpg,124,Buffalo 2,Spoiled,"(166, 205, 224)"
photo_65.jpg,126,Buffalo 2,Spoiled,"(166, 205, 223)"
photo_66.jpg,128,Buffalo 2,Spoiled,"(165, 204, 223)"
photo_67.jpg,130,Buffalo 2,Spoiled,"(165, 204, 222)"
photo_68.jpg,132,Buffalo 2,Spoiled,"(163, 204, 222)"
photo_69.jpg,134,Buffalo 2,Spoiled,"(162, 203, 221)"
photo_70.jpg,136,Buffalo 2,Spoiled,"(162, 203, 221)"
photo_71.jpg,138,Buffalo 2,Spoiled,"(162, 202, 220)"
photo_72.jpg,140,Buffalo 2,Spoiled,"(161, 202, 219)"
photo_73.jpg,142,Buffalo 2,Spoiled,"(160, 201, 218)"
photo_74.jpg,144,Buffalo 2,Spoiled,"(160, 201, 218)"
photo_75.jpg,146,Buffalo 2,Spoiled,"(159, 200, 217)"
photo_76.jpg,148,Buffalo 2,Spoiled,"(159, 199, 217)"
photo_77.jpg,150,Buffalo 2,Spoiled,"(158, 199, 216)"
photo_78.jpg,152,Buffalo 2,Spoiled,"(158, 199, 215)"
photo_79.jpg,154,Buffalo 2,Spoiled,"(158, 198, 215)"
photo_80.jpg,156,Buffalo 2,Spoiled,"(157, 197, 214)"
photo_81.jpg,158,Buffalo 2,Spoiled,"(157, 197, 214)"
photo_82.jpg,160,Buffalo 2,Spoiled,"(156, 197, 213)"
photo_83.jpg,162,Buffalo 2,Spoiled,"(156, 196, 212)"
photo_84.jpg,164,Buffalo 2,Spoiled,"(156, 196, 212)"
photo_85.jpg,166,Buffalo 2,Spoiled,"(153, 196, 212)"
photo_86.jpg,168,Buffalo 2,Spoiled,"(153, 195, 211)"
photo_87.jpg,170,Buffalo 2,Spoiled,"(152, 195, 211)"
photo_88.jpg,172,Buffalo 2,Spoiled,"(151, 194, 210)"
photo_89.jpg,174,Buffalo 2,Spoiled,"(151, 194, 210)"
photo_90.jpg,176,Buffalo 2,Spoiled,"(151, 194, 209)"
photo_91.jpg,178,Buffalo 2,Spoiled,"(150, 193, 209)"
photo_92.jpg,180,Buffalo 2,Spoiled,"(150, 193, 208)"
photo_93.jpg,182,Buffalo 2,Spoiled,"(149, 193, 208)"
photo_94.jpg,184,Buffalo 2,Spoiled,"(149, 192, 208)"
photo_95.jpg,186,Buffalo 2,Spoiled,"(149, 191, 207)"
photo_96.jpg,188,Buffalo 2,Spoiled,"(148, 191, 206)"
photo_97.jpg,190,Buffalo 2,Spoiled,"(149, 191, 206)"
photo_98.jpg,192,Buffalo 2,Spoiled,"(148, 191, 206)"
photo_99.jpg,194,Buffalo 2,Spoiled,"(147, 190, 205)"
photo_100.jpg,196,Buffalo 2,Spoiled,"(147, 190, 204)"
photo_101.jpg,198,Buffalo 2,Spoiled,"(147, 189, 204)"
photo_102.jpg,200,Buffalo 2,Spoiled,"(146, 189, 204)"
photo_103.jpg,202,Buffalo 2,Spoiled,"(146, 189, 204)"
photo_104.jpg,204,Buffalo 2,Spoiled,"(146, 188, 203)"
photo_105.jpg,206,Buffalo 2,Spoiled,"(145, 188, 203)"
photo_106.jpg,208,Buffalo 2,Spoiled,"(145, 188, 202)"
photo_107.jpg,210,Buffalo 2,Spoiled,"(144, 187, 202)"
photo_108.jpg,212,Buffalo 2,Spoiled,"(144, 187, 201)"
photo_109.jpg,214,Buffalo 2,Spoiled,"(144, 187, 201)"
photo_110.jpg,216,Buffalo 2,Spoiled,"(141, 187, 201)"
photo_111.jpg,218,Buffalo 2,Spoiled,"(140, 187, 201)"
photo_112.jpg,220,Buffalo 2,Spoiled,"(140, 186, 201)"
photo_113.jpg,222,Buffalo 2,Spoiled,"(139, 186, 200)"
photo_114.jpg,224,Buffalo 2,Spoiled,"(139, 186, 200)"
photo_115.jpg,226,Buffalo 2,Spoiled,"(139, 186, 200)"
photo_116.jpg,228,Buffalo 2,Spoiled,"(139, 185, 198)"
photo_117.jpg,230,Buffalo 2,Spoiled,"(139, 184, 198)"
photo_118.jpg,232,Buffalo 2,Spoiled,"(139, 184, 197)"
photo_119.jpg,234,Buffalo 2,Spoiled,"(138, 183, 197)"
photo_120.jpg,236,Buffalo 2,Spoiled,"(138, 183, 197)"
photo_121.jpg,238,Buffalo 2,Spoiled,"(137, 183, 197)"
photo_122.jpg,240,Buffalo 2,Spoiled,"(138, 183, 197)"
