Image,Time(in mins),Sample Name,Milk Type,Gamma Avg RGB
photo_50.jpg,96,Cow milk1,Fresh,"(173, 213, 229)"
photo_51.jpg,98,Cow milk1,Fresh,"(173, 213, 229)"
photo_52.jpg,100,Cow milk1,Fresh,"(173, 213, 229)"
photo_53.jpg,102,Cow milk1,Fresh,"(174, 214, 229)"
photo_54.jpg,104,Cow milk1,Fresh,"(173, 214, 229)"
photo_55.jpg,106,Cow milk1,Fresh,"(174, 214, 229)"
photo_56.jpg,108,Cow milk1,Fresh,"(174, 214, 229)"
photo_57.jpg,110,Cow milk1,Fresh,"(173, 214, 229)"
photo_58.jpg,112,Cow milk1,Fresh,"(174, 214, 229)"
photo_59.jpg,114,Cow milk1,Fresh,"(173, 214, 229)"
photo_60.jpg,116,Cow milk1,Fresh,"(174, 213, 229)"
photo_61.jpg,118,Cow milk1,Fresh,"(174, 214, 229)"
photo_62.jpg,120,Cow milk1,Fresh,"(174, 213, 229)"
photo_63.jpg,122,Cow milk1,Fresh,"(174, 214, 229)"
photo_64.jpg,124,Cow milk1,Fresh,"(174, 213, 229)"
photo_65.jpg,126,Cow milk1,Fresh,"(174, 214, 229)"
photo_66.jpg,128,Cow milk1,Fresh,"(174, 213, 229)"
photo_67.jpg,130,Cow milk1,Fresh,"(174, 213, 229)"
photo_68.jpg,132,Cow milk1,Fresh,"(174, 214, 228)"
photo_69.jpg,134,Cow milk1,Fresh,"(174, 214, 228)"
photo_70.jpg,136,Cow milk1,Fresh,"(175, 213, 228)"
photo_71.jpg,138,Cow milk1,Fresh,"(174, 213, 228)"
photo_72.jpg,140,Cow milk1,Fresh,"(174, 214, 228)"
photo_73.jpg,142,Cow milk1,Fresh,"(174, 213, 228)"
photo_74.jpg,144,Cow milk1,Fresh,"(174, 214, 228)"
photo_75.jpg,146,Cow milk1,Fresh,"(174, 214, 228)"
photo_76.jpg,148,Cow milk1,Fresh,"(174, 213, 228)"
photo_77.jpg,150,Cow milk1,Fresh,"(174, 213, 228)"
photo_78.jpg,152,Cow milk1,Fresh,"(174, 214, 228)"
photo_79.jpg,154,Cow milk1,Fresh,"(175, 214, 228)"
photo_80.jpg,156,Cow milk1,Fresh,"(175, 214, 228)"
photo_81.jpg,158,Cow milk1,Fresh,"(175, 214, 228)"
photo_82.jpg,160,Cow milk1,Fresh,"(175, 214, 228)"
photo_83.jpg,162,Cow milk1,Fresh,"(175, 214, 228)"
photo_84.jpg,164,Cow milk1,Fresh,"(174, 214, 228)"
photo_85.jpg,166,Cow milk1,Fresh,"(174, 214, 228)"
photo_86.jpg,168,Cow milk1,Fresh,"(175, 214, 228)"
photo_87.jpg,170,Cow milk1,Fresh,"(175, 214, 228)"
photo_88.jpg,172,Cow milk1,Fresh,"(175, 214, 228)"
photo_89.jpg,174,Cow milk1,Fresh,"(175, 214, 228)"
photo_90.jpg,176,Cow milk1,Fresh,"(175, 214, 228)"
photo_91.jpg,178,Cow milk1,Fresh,"(175, 214, 228)"
photo_92.jpg,180,Cow milk1,Fresh,"(175, 214, 228)"
photo_93.jpg,182,Cow milk1,Fresh,"(176, 214, 227)"
photo_94.jpg,184,Cow milk1,Fresh,"(175, 214, 228)"
photo_95.jpg,186,Cow milk1,Fresh,"(175, 214, 228)"
photo_96.jpg,188,Cow milk1,Fresh,"(175, 214, 228)"
photo_97.jpg,190,Cow milk1,Fresh,"(176, 214, 228)"
photo_98.jpg,192,Cow milk1,Fresh,"(175, 214, 228)"
photo_99.jpg,194,Cow milk1,Fresh,"(176, 214, 228)"
photo_100.jpg,196,Cow milk1,Fresh,"(176, 214, 227)"
photo_101.jpg,198,Cow milk1,Fresh,"(176, 214, 228)"
photo_102.jpg,200,Cow milk1,Fresh,"(176, 214, 227)"
photo_103.jpg,202,Cow milk1,Fresh,"(176, 214, 228)"
photo_104.jpg,204,Cow milk1,Fresh,"(176, 214, 227)"
photo_105.jpg,206,Cow milk1,Fresh,"(176, 214, 227)"
photo_106.jpg,208,Cow milk1,Fresh,"(176, 214, 227)"
photo_107.jpg,210,Cow milk1,Fresh,"(176, 214, 227)"
photo_108.jpg,212,Cow milk1,Fresh,"(176, 214, 227)"
photo_109.jpg,214,Cow milk1,Fresh,"(176, 214, 227)"
photo_110.jpg,216,Cow milk1,Fresh,"(176, 214, 227)"
photo_111.jpg,218,Cow milk1,Fresh,"(176, 214, 227)"
photo_112.jpg,220,Cow milk1,Fresh,"(177, 214, 227)"
photo_113.jpg,222,Cow milk1,Fresh,"(177, 214, 227)"
photo_114.jpg,224,Cow milk1,Fresh,"(177, 214, 227)"
photo_115.jpg,226,Cow milk1,Fresh,"(177, 215, 227)"
photo_116.jpg,228,Cow milk1,Fresh,"(176, 215, 227)"
photo_117.jpg,230,Cow milk1,Fresh,"(177, 215, 227)"
photo_118.jpg,232,Cow milk1,Fresh,"(177, 215, 227)"
photo_119.jpg,234,Cow milk1,Fresh,"(177, 215, 227)"
photo_120.jpg,236,Cow milk1,Fresh,"(177, 215, 227)"
photo_121.jpg,238,Cow milk1,Fresh,"(177, 215, 227)"
photo_122.jpg,240,Cow milk1,Fresh,"(177, 215, 227)"
photo_123.jpg,242,Cow milk1,Fresh,"(178, 215, 227)"
photo_124.jpg,244,Cow milk1,Fresh,"(177, 215, 227)"
photo_125.jpg,246,Cow milk1,Fresh,"(178, 215, 227)"
photo_126.jpg,248,Cow milk1,Fresh,"(178, 215, 227)"
photo_127.jpg,250,Cow milk1,Fresh,"(178, 215, 227)"
photo_128.jpg,252,Cow milk1,Fresh,"(178, 215, 227)"
photo_129.jpg,254,Cow milk1,Fresh,"(178, 215, 227)"
photo_130.jpg,256,Cow milk1,Fresh,"(178, 216, 227)"
photo_131.jpg,258,Cow milk1,Fresh,"(178, 216, 227)"
photo_132.jpg,260,Cow milk1,Fresh,"(178, 216, 227)"
photo_133.jpg,262,Cow milk1,Fresh,"(178, 216, 227)"
photo_134.jpg,264,Cow milk1,Fresh,"(179, 216, 227)"
photo_135.jpg,266,Cow milk1,Fresh,"(179, 216, 227)"
photo_136.jpg,268,Cow milk1,Fresh,"(179, 216, 227)"
photo_137.jpg,270,Cow milk1,Fresh,"(180, 216, 227)"
photo_138.jpg,272,Cow milk1,Fresh,"(179, 216, 227)"
photo_139.jpg,274,Cow milk1,Fresh,"(180, 216, 227)"
photo_140.jpg,276,Cow milk1,Fresh,"(180, 217, 227)"
photo_141.jpg,278,Cow milk1,Fresh,"(180, 217, 227)"
photo_142.jpg,280,Cow milk1,Fresh,"(180, 217, 227)"
photo_143.jpg,282,Cow milk1,Fresh,"(181, 217, 227)"
photo_144.jpg,284,Cow milk1,Fresh,"(180, 217, 227)"
photo_145.jpg,286,Cow milk1,Fresh,"(181, 217, 227)"
photo_146.jpg,288,Cow milk1,Fresh,"(181, 217, 227)"
photo_147.jpg,290,Cow milk1,Fresh,"(181, 217, 227)"
photo_148.jpg,292,Cow milk1,Fresh,"(181, 217, 227)"
photo_149.jpg,294,Cow milk1,Fresh,"(181, 217, 227)"
photo_150.jpg,296,Cow milk1,Fresh,"(182, 217, 227)"
photo_151.jpg,298,Cow milk1,Fresh,"(182, 218, 227)"
photo_152.jpg,300,Cow milk1,Fresh,"(182, 218, 227)"
photo_153.jpg,302,Cow milk1,Fresh,"(182, 218, 227)"
photo_154.jpg,304,Cow milk1,Fresh,"(182, 218, 227)"
photo_155.jpg,306,Cow milk1,Fresh,"(183, 218, 227)"
photo_156.jpg,308,Cow milk1,Fresh,"(183, 218, 227)"
photo_157.jpg,310,Cow milk1,Fresh,"(183, 218, 227)"
photo_158.jpg,312,Cow milk1,Fresh,"(183, 219, 227)"
photo_159.jpg,314,Cow milk1,Fresh,"(183, 219, 227)"
photo_160.jpg,316,Cow milk1,Fresh,"(183, 219, 227)"
photo_161.jpg,318,Cow milk1,Fresh,"(183, 219, 227)"
photo_162.jpg,320,Cow milk1,Fresh,"(183, 219, 227)"
photo_163.jpg,322,Cow milk1,Fresh,"(184, 219, 227)"
photo_164.jpg,324,Cow milk1,Fresh,"(184, 220, 227)"
photo_165.jpg,326,Cow milk1,Fresh,"(184, 220, 227)"
photo_166.jpg,328,Cow milk1,Fresh,"(185, 220, 227)"
photo_167.jpg,330,Cow milk1,Fresh,"(184, 220, 226)"
photo_168.jpg,332,Cow milk1,Fresh,"(186, 220, 226)"
photo_169.jpg,334,Cow milk1,Fresh,"(186, 220, 227)"
photo_170.jpg,336,Cow milk1,Fresh,"(185, 221, 227)"
photo_171.jpg,338,Cow milk1,Fresh,"(186, 221, 226)"
photo_172.jpg,340,Cow milk1,Fresh,"(187, 221, 227)"
photo_173.jpg,342,Cow milk1,Fresh,"(186, 222, 226)"
photo_174.jpg,344,Cow milk1,Fresh,"(187, 222, 226)"
photo_175.jpg,346,Cow milk1,Fresh,"(187, 222, 227)"
photo_176.jpg,348,Cow milk1,Fresh,"(188, 222, 226)"
photo_177.jpg,350,Cow milk1,Fresh,"(188, 222, 227)"
photo_178.jpg,352,Cow milk1,Fresh,"(188, 223, 226)"
photo_179.jpg,354,Cow milk1,Fresh,"(188, 223, 227)"
photo_180.jpg,356,Cow milk1,Fresh,"(189, 223, 226)"
photo_181.jpg,358,Cow milk1,Fresh,"(189, 223, 226)"
photo_182.jpg,360,Cow milk1,Fresh,"(190, 223, 226)"
photo_183.jpg,362,Cow milk1,Fresh,"(190, 224, 226)"
photo_184.jpg,364,Cow milk1,Fresh,"(190, 224, 226)"
photo_185.jpg,366,Cow milk1,Fresh,"(190, 224, 226)"
photo_186.jpg,368,Cow milk1,Fresh,"(191, 225, 226)"
photo_187.jpg,370,Cow milk1,Fresh,"(191, 225, 226)"
photo_188.jpg,372,Cow milk1,Fresh,"(191, 225, 226)"
photo_189.jpg,374,Cow milk1,Fresh,"(192, 225, 226)"
photo_190.jpg,376,Cow milk1,Fresh,"(192, 225, 226)"
photo_191.jpg,378,Cow milk1,Fresh,"(193, 226, 226)"
photo_192.jpg,380,Cow milk1,Fresh,"(193, 226, 226)"
photo_193.jpg,382,Cow milk1,Fresh,"(193, 226, 226)"
photo_194.jpg,384,Cow milk1,Fresh,"(194, 227, 226)"
photo_195.jpg,386,Cow milk1,Fresh,"(194, 227, 226)"
photo_196.jpg,388,Cow milk1,Fresh,"(194, 227, 226)"
photo_197.jpg,390,Cow milk1,Fresh,"(195, 227, 226)"
photo_198.jpg,392,Cow milk1,Fresh,"(196, 228, 226)"
photo_199.jpg,394,Cow milk1,Fresh,"(196, 228, 226)"
photo_200.jpg,396,Cow milk1,Fresh,"(196, 228, 226)"
photo_201.jpg,398,Cow milk1,Fresh,"(197, 228, 225)"
photo_202.jpg,400,Cow milk1,Fresh,"(197, 228, 226)"
photo_203.jpg,402,Cow milk1,Fresh,"(197, 229, 225)"
photo_204.jpg,404,Cow milk1,Fresh,"(198, 229, 226)"
photo_205.jpg,406,Cow milk1,Fresh,"(198, 229, 225)"
photo_206.jpg,408,Cow milk1,Fresh,"(198, 229, 225)"
photo_207.jpg,410,Cow milk1,Fresh,"(199, 230, 225)"
photo_208.jpg,412,Cow milk1,Fresh,"(200, 230, 225)"
photo_209.jpg,414,Cow milk1,Fresh,"(200, 230, 225)"
photo_210.jpg,416,Cow milk1,Fresh,"(201, 231, 225)"
photo_211.jpg,418,Cow milk1,Fresh,"(201, 231, 225)"
photo_212.jpg,420,Cow milk1,Fresh,"(202, 231, 225)"
photo_213.jpg,422,Cow milk1,Fresh,"(203, 231, 225)"
photo_214.jpg,424,Cow milk1,Fresh,"(203, 232, 225)"
photo_215.jpg,426,Cow milk1,Fresh,"(204, 232, 225)"
photo_216.jpg,428,Cow milk1,Fresh,"(204, 232, 225)"
photo_217.jpg,430,Cow milk1,Fresh,"(204, 232, 225)"
photo_218.jpg,432,Cow milk1,Fresh,"(206, 233, 225)"
photo_219.jpg,434,Cow milk1,Fresh,"(206, 233, 224)"
photo_220.jpg,436,Cow milk1,Fresh,"(207, 233, 224)"
photo_221.jpg,438,Cow milk1,Fresh,"(207, 233, 225)"
photo_222.jpg,440,Cow milk1,Fresh,"(208, 233, 224)"
photo_223.jpg,442,Cow milk1,Fresh,"(209, 233, 224)"
photo_224.jpg,444,Cow milk1,Fresh,"(209, 234, 224)"
photo_225.jpg,446,Cow milk1,Fresh,"(210, 234, 224)"
photo_226.jpg,448,Cow milk1,Fresh,"(211, 234, 224)"
photo_227.jpg,450,Cow milk1,Fresh,"(211, 234, 224)"
photo_228.jpg,452,Cow milk1,Fresh,"(212, 234, 224)"
photo_229.jpg,454,Cow milk1,Fresh,"(213, 235, 224)"
photo_230.jpg,456,Cow milk1,Fresh,"(213, 235, 224)"
photo_231.jpg,458,Cow milk1,Fresh,"(214, 235, 223)"
photo_232.jpg,460,Cow milk1,Fresh,"(215, 235, 223)"
photo_233.jpg,462,Cow milk1,Fresh,"(210, 230, 221)"
photo_234.jpg,464,Cow milk1,Fresh,"(210, 230, 222)"
photo_235.jpg,466,Cow milk1,Fresh,"(210, 230, 222)"
photo_236.jpg,468,Cow milk1,Fresh,"(210, 230, 222)"
photo_237.jpg,470,Cow milk1,Fresh,"(211, 230, 222)"
photo_238.jpg,472,Cow milk1,Fresh,"(211, 230, 222)"
photo_239.jpg,474,Cow milk1,Fresh,"(212, 230, 222)"
photo_240.jpg,476,Cow milk1,Fresh,"(212, 230, 222)"
photo_241.jpg,478,Cow milk1,Fresh,"(212, 230, 222)"
photo_242.jpg,480,Cow milk1,Fresh,"(213, 230, 222)"
photo_3.jpg,2,Cow milk2,Fresh,"(161, 210, 241)"
photo_4.jpg,4,Cow milk2,Fresh,"(159, 208, 238)"
photo_5.jpg,6,Cow milk2,Fresh,"(159, 209, 240)"
photo_6.jpg,8,Cow milk2,Fresh,"(160, 210, 241)"
photo_7.jpg,10,Cow milk2,Fresh,"(161, 210, 242)"
photo_8.jpg,12,Cow milk2,Fresh,"(161, 210, 242)"
photo_9.jpg,14,Cow milk2,Fresh,"(160, 210, 242)"
photo_10.jpg,16,Cow milk2,Fresh,"(161, 210, 242)"
photo_11.jpg,18,Cow milk2,Fresh,"(161, 210, 242)"
photo_12.jpg,20,Cow milk2,Fresh,"(161, 210, 242)"
photo_13.jpg,22,Cow milk2,Fresh,"(161, 210, 242)"
photo_14.jpg,24,Cow milk2,Fresh,"(161, 210, 242)"
photo_15.jpg,26,Cow milk2,Fresh,"(162, 210, 242)"
photo_16.jpg,28,Cow milk2,Fresh,"(161, 210, 242)"
photo_17.jpg,30,Cow milk2,Fresh,"(162, 210, 242)"
photo_18.jpg,32,Cow milk2,Fresh,"(161, 210, 242)"
photo_19.jpg,34,Cow milk2,Fresh,"(161, 210, 242)"
photo_20.jpg,36,Cow milk2,Fresh,"(161, 210, 242)"
photo_21.jpg,38,Cow milk2,Fresh,"(162, 210, 242)"
photo_22.jpg,40,Cow milk2,Fresh,"(162, 210, 242)"
photo_23.jpg,42,Cow milk2,Fresh,"(162, 210, 242)"
photo_24.jpg,44,Cow milk2,Fresh,"(161, 210, 242)"
photo_25.jpg,46,Cow milk2,Fresh,"(162, 210, 241)"
photo_26.jpg,48,Cow milk2,Fresh,"(162, 210, 241)"
photo_27.jpg,50,Cow milk2,Fresh,"(162, 210, 241)"
photo_28.jpg,52,Cow milk2,Fresh,"(162, 210, 241)"
photo_29.jpg,54,Cow milk2,Fresh,"(162, 210, 241)"
photo_30.jpg,56,Cow milk2,Fresh,"(162, 210, 241)"
photo_31.jpg,58,Cow milk2,Fresh,"(162, 210, 241)"
photo_32.jpg,60,Cow milk2,Fresh,"(162, 210, 241)"
photo_33.jpg,62,Cow milk2,Fresh,"(163, 210, 241)"
photo_34.jpg,64,Cow milk2,Fresh,"(162, 210, 241)"
photo_35.jpg,66,Cow milk2,Fresh,"(162, 210, 241)"
photo_36.jpg,68,Cow milk2,Fresh,"(162, 210, 241)"
photo_37.jpg,70,Cow milk2,Fresh,"(163, 210, 241)"
photo_38.jpg,72,Cow milk2,Fresh,"(163, 210, 241)"
photo_39.jpg,74,Cow milk2,Fresh,"(163, 210, 240)"
photo_40.jpg,76,Cow milk2,Fresh,"(163, 210, 240)"
photo_41.jpg,78,Cow milk2,Fresh,"(163, 210, 240)"
photo_42.jpg,80,Cow milk2,Fresh,"(163, 210, 240)"
photo_43.jpg,82,Cow milk2,Fresh,"(163, 210, 240)"
photo_44.jpg,84,Cow milk2,Fresh,"(163, 210, 240)"
photo_45.jpg,86,Cow milk2,Fresh,"(163, 210, 240)"
photo_46.jpg,88,Cow milk2,Fresh,"(164, 210, 240)"
photo_47.jpg,90,Cow milk2,Fresh,"(164, 210, 240)"
photo_48.jpg,92,Cow milk2,Fresh,"(164, 210, 240)"
photo_49.jpg,94,Cow milk2,Fresh,"(164, 210, 240)"
photo_50.jpg,96,Cow milk2,Fresh,"(163, 210, 240)"
photo_51.jpg,98,Cow milk2,Fresh,"(164, 210, 239)"
photo_52.jpg,100,Cow milk2,Fresh,"(163, 210, 240)"
photo_53.jpg,102,Cow milk2,Fresh,"(164, 210, 240)"
photo_54.jpg,104,Cow milk2,Fresh,"(164, 210, 240)"
photo_55.jpg,106,Cow milk2,Fresh,"(164, 210, 240)"
photo_56.jpg,108,Cow milk2,Fresh,"(164, 210, 240)"
photo_57.jpg,110,Cow milk2,Fresh,"(164, 210, 240)"
photo_58.jpg,112,Cow milk2,Fresh,"(163, 210, 240)"
photo_59.jpg,114,Cow milk2,Fresh,"(164, 210, 240)"
photo_60.jpg,116,Cow milk2,Fresh,"(164, 210, 240)"
photo_61.jpg,118,Cow milk2,Fresh,"(164, 210, 240)"
photo_62.jpg,120,Cow milk2,Fresh,"(164, 210, 239)"
photo_63.jpg,122,Cow milk2,Fresh,"(164, 210, 240)"
photo_64.jpg,124,Cow milk2,Fresh,"(165, 210, 239)"
photo_65.jpg,126,Cow milk2,Fresh,"(164, 210, 239)"
photo_66.jpg,128,Cow milk2,Fresh,"(164, 210, 239)"
photo_67.jpg,130,Cow milk2,Fresh,"(165, 210, 239)"
photo_68.jpg,132,Cow milk2,Fresh,"(164, 210, 239)"
photo_69.jpg,134,Cow milk2,Fresh,"(164, 210, 239)"
photo_70.jpg,136,Cow milk2,Fresh,"(164, 210, 239)"
photo_71.jpg,138,Cow milk2,Fresh,"(165, 210, 239)"
photo_72.jpg,140,Cow milk2,Fresh,"(164, 210, 239)"
photo_73.jpg,142,Cow milk2,Fresh,"(165, 209, 239)"
photo_74.jpg,144,Cow milk2,Fresh,"(164, 210, 239)"
photo_75.jpg,146,Cow milk2,Fresh,"(165, 210, 239)"
photo_76.jpg,148,Cow milk2,Fresh,"(164, 210, 239)"
photo_77.jpg,150,Cow milk2,Fresh,"(164, 210, 239)"
photo_78.jpg,152,Cow milk2,Fresh,"(165, 210, 239)"
photo_79.jpg,154,Cow milk2,Fresh,"(164, 210, 239)"
photo_80.jpg,156,Cow milk2,Fresh,"(164, 210, 239)"
photo_81.jpg,158,Cow milk2,Fresh,"(165, 210, 239)"
photo_82.jpg,160,Cow milk2,Fresh,"(164, 210, 239)"
photo_83.jpg,162,Cow milk2,Fresh,"(165, 209, 239)"
photo_84.jpg,164,Cow milk2,Fresh,"(164, 210, 239)"
photo_85.jpg,166,Cow milk2,Fresh,"(165, 209, 239)"
photo_86.jpg,168,Cow milk2,Fresh,"(165, 209, 238)"
photo_87.jpg,170,Cow milk2,Fresh,"(164, 210, 239)"
photo_88.jpg,172,Cow milk2,Fresh,"(165, 210, 238)"
photo_89.jpg,174,Cow milk2,Fresh,"(165, 210, 238)"
photo_90.jpg,176,Cow milk2,Fresh,"(165, 209, 238)"
photo_91.jpg,178,Cow milk2,Fresh,"(165, 209, 239)"
photo_92.jpg,180,Cow milk2,Fresh,"(165, 209, 238)"
photo_93.jpg,182,Cow milk2,Fresh,"(165, 209, 238)"
photo_94.jpg,184,Cow milk2,Fresh,"(165, 209, 238)"
photo_95.jpg,186,Cow milk2,Fresh,"(165, 209, 238)"
photo_96.jpg,188,Cow milk2,Fresh,"(165, 209, 238)"
photo_97.jpg,190,Cow milk2,Fresh,"(166, 209, 238)"
photo_98.jpg,192,Cow milk2,Fresh,"(165, 209, 238)"
photo_99.jpg,194,Cow milk2,Fresh,"(166, 209, 238)"
photo_100.jpg,196,Cow milk2,Fresh,"(165, 210, 238)"
photo_101.jpg,198,Cow milk2,Fresh,"(165, 209, 238)"
photo_102.jpg,200,Cow milk2,Fresh,"(165, 210, 238)"
photo_103.jpg,202,Cow milk2,Fresh,"(166, 209, 238)"
photo_104.jpg,204,Cow milk2,Fresh,"(166, 209, 238)"
photo_105.jpg,206,Cow milk2,Fresh,"(165, 209, 238)"
photo_106.jpg,208,Cow milk2,Fresh,"(165, 209, 238)"
photo_107.jpg,210,Cow milk2,Fresh,"(165, 209, 238)"
photo_108.jpg,212,Cow milk2,Fresh,"(166, 209, 238)"
photo_109.jpg,214,Cow milk2,Fresh,"(165, 209, 238)"
photo_110.jpg,216,Cow milk2,Fresh,"(166, 209, 238)"
photo_111.jpg,218,Cow milk2,Fresh,"(166, 209, 238)"
photo_112.jpg,220,Cow milk2,Fresh,"(166, 209, 238)"
photo_113.jpg,222,Cow milk2,Fresh,"(165, 210, 238)"
photo_114.jpg,224,Cow milk2,Fresh,"(166, 210, 238)"
photo_115.jpg,226,Cow milk2,Fresh,"(166, 210, 238)"
photo_116.jpg,228,Cow milk2,Fresh,"(166, 210, 238)"
photo_117.jpg,230,Cow milk2,Fresh,"(166, 209, 238)"
photo_118.jpg,232,Cow milk2,Fresh,"(166, 210, 238)"
photo_119.jpg,234,Cow milk2,Fresh,"(165, 209, 238)"
photo_120.jpg,236,Cow milk2,Fresh,"(166, 210, 238)"
photo_121.jpg,238,Cow milk2,Fresh,"(166, 210, 237)"
photo_122.jpg,240,Cow milk2,Fresh,"(166, 210, 238)"
photo_123.jpg,242,Cow milk2,Fresh,"(166, 210, 238)"
photo_124.jpg,244,Cow milk2,Fresh,"(166, 210, 238)"
photo_125.jpg,246,Cow milk2,Fresh,"(166, 210, 238)"
photo_126.jpg,248,Cow milk2,Fresh,"(167, 210, 238)"
photo_127.jpg,250,Cow milk2,Fresh,"(167, 210, 238)"
photo_128.jpg,252,Cow milk2,Fresh,"(167, 210, 238)"
photo_129.jpg,254,Cow milk2,Fresh,"(166, 210, 238)"
photo_130.jpg,256,Cow milk2,Fresh,"(166, 210, 238)"
photo_131.jpg,258,Cow milk2,Fresh,"(167, 210, 238)"
photo_132.jpg,260,Cow milk2,Fresh,"(167, 210, 238)"
photo_133.jpg,262,Cow milk2,Fresh,"(167, 210, 238)"
photo_134.jpg,264,Cow milk2,Fresh,"(167, 210, 238)"
photo_135.jpg,266,Cow milk2,Fresh,"(168, 210, 238)"
photo_136.jpg,268,Cow milk2,Fresh,"(167, 210, 238)"
photo_137.jpg,270,Cow milk2,Fresh,"(168, 210, 238)"
photo_138.jpg,272,Cow milk2,Fresh,"(167, 211, 238)"
photo_139.jpg,274,Cow milk2,Fresh,"(168, 211, 238)"
photo_140.jpg,276,Cow milk2,Fresh,"(168, 211, 238)"
photo_141.jpg,278,Cow milk2,Fresh,"(168, 211, 238)"
photo_142.jpg,280,Cow milk2,Fresh,"(169, 211, 238)"
photo_143.jpg,282,Cow milk2,Fresh,"(169, 211, 238)"
photo_144.jpg,284,Cow milk2,Fresh,"(169, 211, 238)"
photo_145.jpg,286,Cow milk2,Fresh,"(169, 212, 238)"
photo_146.jpg,288,Cow milk2,Fresh,"(169, 211, 238)"
photo_147.jpg,290,Cow milk2,Fresh,"(170, 211, 238)"
photo_148.jpg,292,Cow milk2,Fresh,"(169, 212, 238)"
photo_149.jpg,294,Cow milk2,Fresh,"(169, 212, 238)"
photo_150.jpg,296,Cow milk2,Fresh,"(170, 212, 238)"
photo_151.jpg,298,Cow milk2,Fresh,"(170, 212, 238)"
photo_152.jpg,300,Cow milk2,Fresh,"(170, 212, 238)"
photo_153.jpg,302,Cow milk2,Fresh,"(170, 212, 238)"
photo_154.jpg,304,Cow milk2,Fresh,"(170, 212, 238)"
photo_155.jpg,306,Cow milk2,Fresh,"(170, 212, 238)"
photo_156.jpg,308,Cow milk2,Fresh,"(170, 213, 238)"
photo_157.jpg,310,Cow milk2,Fresh,"(171, 213, 238)"
photo_158.jpg,312,Cow milk2,Fresh,"(171, 213, 238)"
photo_159.jpg,314,Cow milk2,Fresh,"(171, 213, 238)"
photo_160.jpg,316,Cow milk2,Fresh,"(171, 213, 238)"
